"","1.25","1.75","2.25","2.75","3.25","3.75","4.25","4.75","5.25","5.75","6.25","6.75","7.25","7.75","8.25","8.75"
"1",259138.556010406,266782.505391341,298093.329011419,310143.056331228,337745.218995289,335736.897247858,307799.894914979,297029.504823597,273335.288584599,270420.915067971,302915.947065728,326726.873044577,311199.935563597,299966.696856783,271630.738425092,276249.956425203
"2",207458.699611827,206303.826883606,218008.502358322,209080.732780732,225941.109122922,238760.692341485,220068.992705712,218947.238775956,208905.578362966,210349.004342959,184727.847010508,210106.70243116,221007.463555063,223534.953449159,227108.233101698,226680.708587944
"3",163449.989179057,173042.490074873,183382.479183845,170191.562076655,177527.753591488,176825.099082704,181890.225498707,165881.248536404,161174.815209178,170981.595515225,163141.028650488,186524.12665228,227281.088304522,238425.846425469,249447.806176506,258431.161763028
"4",341060.984187645,347852.570998955,376579.614123244,334355.786778153,341673.152743219,319231.85887669,361106.582901127,336225.287622293,361394.229981048,371708.803147885,334591.198287765,334077.811802433,346592.207513463,389309.064872066,382727.793247761,378906.299371724
"5",54065.1609059655,57213.3319188809,60187.1410135282,57541.098121763,60243.3894723956,61542.946554957,61674.884775537,65487.5035903234,64521.237256298,65467.9332317628,67531.0361559439,70592.4710312464,70465.8792343459,69084.0361014753,71115.4647329984,64391.6662548971
"6",211436.217025281,214700.02897099,206437.434297896,221524.005460118,231004.644814728,216737.527154088,208823.979776468,191278.89539905,190396.176083795,201543.819562634,226862.298559982,237956.739248268,250453.893000099,224625.338403125,213407.757856595,202897.035287025
"7",434017.604380583,454493.164048519,476616.729615191,395133.015076053,371175.038939585,392347.691843823,353347.656545271,348849.542092975,360962.648077477,374299.956774737,308656.960816993,327013.513696861,350466.177186927,327444.447590196,336534.070181614,385360.446818401
"8",263803.655506436,256681.485994823,217608.010194444,219218.680648928,229937.428757549,228912.548339082,233755.46851907,254991.469152814,264756.113579802,271279.978367131,242687.257439525,263651.502614582,230225.303717731,254786.319093811,246463.592407658,233077.719531227
"9",257593.30034338,260255.986658819,260834.768394571,256068.232571929,269269.155473043,263979.454534265,236429.352783552,239257.992650897,261716.911740666,264087.209446014,274526.66835894,259653.144603529,252246.924604477,235627.102358081,252745.542070094,277802.649421564
"10",153648.441448816,149204.64886048,157550.835735017,173409.782984483,179107.893043768,184787.395913309,206400.69994278,230576.449964569,198039.330890209,205950.342857769,187032.703474045,166565.092275264,187312.050040045,160508.521626674,170351.156193145,187621.310355494
"11",35222.1982332216,34866.4155799274,36404.4946869842,36074.8285098099,36430.3083134561,35893.5286981921,35556.5732590458,40069.4457067002,38887.8839232064,45184.4765438386,45405.566201884,46226.0019042169,49174.2008122181,47598.6516948579,44952.7365068017,50801.3440018227
"12",343320.531700979,336566.229703469,330328.168751714,357240.77579075,353363.079131916,344002.518023443,367191.869953173,380626.280223513,371789.778692661,369832.398628681,374230.01262737,336956.320858691,353711.102846,359300.843189942,357210.847284806,350440.543603373
"13",222260.943670839,212832.715946304,216469.60632434,193792.85236453,190126.552026631,226299.389283576,225219.980652712,243663.782238696,275033.926766226,310384.758975601,258538.382500135,340171.489867902,316840.485684499,319152.596619985,288669.50737746,287448.592423274
"14",248150.697951179,240193.565183043,200002.838090035,175604.18908187,180751.310241023,190595.105169845,199282.000934402,203057.465324893,229947.360284452,246618.48133016,217721.215328271,265443.151460746,237803.614653806,270114.129357777,263018.722792004,251382.668974068
"15",60967.0823961724,67266.65730225,65609.8657135308,64164.5538403202,74213.8446386814,70763.4526997896,74964.2475453874,72935.9934057656,74245.4604198343,80003.0121661917,78226.5331274756,90791.2065532937,93483.6617320301,94707.7025755256,93284.054831632,87637.282960132
"16",260077.178069425,261085.261699912,234143.229989941,216704.161124917,223737.415580673,222211.793711694,230896.840536441,230857.693244893,239093.847661673,226684.080980174,206631.514838094,222448.778733739,217338.388913841,210577.922762664,239001.897533736,273642.224536507
"17",182785.938184474,177155.795397431,171763.351187803,144970.629644606,125990.650083478,110611.050945803,106773.866002012,135894.291742514,153473.919431943,159610.550075883,174694.628207314,187452.427236923,168539.305992602,147265.153181249,160215.484087378,169675.248828607
