"","-8.75","-8.25","-7.75","-7.25","-6.75","-6.25","-5.75","-5.25","-4.75","-4.25","-3.75","-3.25","-2.75","-2.25","-1.75","-1.25","-0.75","-0.25","0.25","0.75","1.25","1.75","2.25","2.75","3.25","3.75","4.25","4.75","5.25","5.75","6.25","6.75","7.25","7.75","8.25","8.75"
"1",-33822.6836682418,-16040.7384624207,-15153.4966940617,-28332.7163870605,-24939.6519961725,-21602.1411940994,-59997.2576123379,-52869.0503514226,-66683.5754198354,-61378.5391370015,-65828.2223129208,-63750.9720089384,-67248.637851069,-50726.6169317408,-68964.1253604325,-61902.8640630242,-56317.380735056,-46887.7876564321,-36968.2370589977,-54133.6339652085,-27192.3049888313,-1822.08484522341,17304.3237825223,30951.4747046879,31034.5587877365,4159.46249941952,16263.7894043258,-22975.7779586172,-22654.7254877744,-3229.76605112979,-16444.3932027835,-8192.79499151371,15713.3332634246,-16195.9978406898,20963.9780538924,209892.791641648
"2",-28552.7744655593,-40479.2989353977,-35178.1939269302,-26331.7661424785,-2353.0363195627,-9797.49497214201,-17744.2254538936,-23251.1671059606,-39624.1614341321,-32958.9014939164,-56683.1929723904,-43878.3537437877,-38283.5950263392,-51903.6056577664,-44966.3484027732,-48639.6888085238,-45887.1682202001,-45980.5769571697,-43465.1976219121,-32512.0486387764,-33890.5743160973,-6661.18832677946,-7411.61221090777,-5901.08990434627,-10768.668067467,-14815.5421883764,-18153.2194673618,6931.9669732248,12529.8520333137,13606.9781221266,12418.5984600606,-7249.29374972667,-1451.48071636609,7621.21752085714,26420.3454714784,60040.2177135271
"3",-43601.3258261292,-32421.0157809182,-22020.132783582,-8709.72952643933,-5687.48002444211,-11047.7442991219,-14841.3183706463,-30551.8409983023,-24547.9020665461,-52934.8357550107,-44233.233319649,-47428.5712311546,-30204.0087062146,-30701.5880610669,-33795.5438919249,-21097.166300558,-16143.6698173934,-5576.7170395852,-13227.8898506839,4128.79153954101,-661.275524538942,-1135.82262601619,464.365861148952,-21226.188380565,-30636.5315011989,-55853.8408325804,-60648.437320983,-65025.4902277533,-65893.6364855817,-56014.8405840164,-32367.5098120061,-39398.9782838114,-36940.6995132284,-23911.5074037912,-33656.5827767696,-22300.9951539267
"4",-92999.596564672,-66743.4108897028,-134028.334836955,-145636.350642106,-126038.080203852,-97151.8844815043,-56907.5473527301,-41885.2706554428,-22897.4426832764,629.425438573875,-2755.12397929397,-57476.2111102335,-44650.6544754266,10171.8592885002,-47066.0043133,-68250.0533739157,-88079.6119692879,-91662.3219032316,-67579.9429119141,-75613.1627140536,-88851.8670871524,-61754.9186020934,-74136.0008227178,-56979.644874708,-69899.5678966278,-86563.2558017505,-104124.073075793,-99788.2294474462,-97855.810545744,-83888.6134110213,-39402.0152749826,-80356.2803353738,-56005.8901480698,-51897.5461572568,52495.4749170549,144312.819682469
"5",3717.12613197658,5114.38162280439,-5332.93696839199,-6503.01162968772,4643.23566238485,-7956.04828313766,-6558.05274746977,-1543.74124486441,1747.07182295339,9781.52848018952,15592.7138016014,11474.3525500303,12759.9360198634,5855.31162246285,1797.61347239103,-1678.78275969113,-8479.19028970616,-2691.38213818034,3734.27778730635,6334.1190256957,7775.9366079971,14476.2181516383,7637.89513954361,10836.9591095659,5128.75899540591,-3376.71682584051,-5333.37071078666,-3783.40974972862,7770.67962860069,-1658.29354589756,2302.72021694859,16962.4923540279,431.64356727805,1189.92994005649,9015.23539854868,13125.6907214997
"6",4238.04959097845,6799.75412751132,7148.59425986215,5154.20249201535,54001.5664283276,-11226.0001810512,-7434.99752989152,-21266.4503037293,-54897.8366888251,-23403.5197020438,-28988.4337952464,-47462.2760665786,-21240.9124018946,-26004.6491010624,-14858.285673857,-18603.2095880902,-43202.0758965299,-41569.3142544282,-43940.1814894585,-49263.5173856914,-30107.6093029948,-15687.2985056453,-23954.698514632,-12068.4863910334,-2618.55614683201,-2957.56611187258,-4776.24272486608,5654.84656858724,11312.9704946472,10844.4266478433,-2385.50092644792,24507.4510853008,-2684.70867006495,-2266.19352955025,-26773.3703151318,-51182.5506315227
"7",-55687.410205757,15797.6200464666,-31.145113766368,8766.24605423689,-3919.63827662531,-4225.22663691244,-101617.90436458,-103009.88727933,-159209.064320725,-145328.927342774,-178297.610149263,-177401.780992574,-160559.353069688,-170779.612208101,-169008.803425432,-124990.018866781,-55443.5795600943,-48265.9998975863,-50387.3795388216,-68113.4538287046,-132427.898772994,-164610.923215237,-152262.521387673,-120598.620867803,-84096.8393917423,-84200.4110507143,-59348.7321375168,-111046.653234974,-156705.436509057,-140385.688703941,-160144.641210647,-136444.618814995,-125309.962796184,-133159.943549187,-83917.3886464761,-69045.7370281043
"8",13617.069502464,22659.0182000672,-29509.2671847546,-56675.5743923461,-39756.90247875,-35200.4450283542,-41336.7298654826,-25075.9546833504,-44554.22533345,-78757.0610549217,-105779.848567106,-113044.263828843,-108453.865858735,-105101.783171949,-98068.2691471489,-94448.9746328992,-75911.587792331,-78349.3004344139,-69494.9523678672,-55084.3264612121,-79874.9773394891,-77707.4828070878,-73062.6486285164,-53364.4498764324,-27215.7358045024,-21538.9847069443,-41727.3847624738,-56861.5355245302,-92392.4751716099,-87764.4512448261,-68775.4214978688,-67105.8452992465,-56432.4549134244,-68422.9803534121,-55132.0367842502,-44005.2672570787
"9",-981.713804276107,-36235.2734226877,-52281.0097456487,-54549.7518024953,-61117.6413333995,-48225.8771337595,-39017.0795471296,-34784.4169943757,-34168.6666631357,-7887.73508177267,-15432.2302794404,31895.34003229,39930.7927332403,40531.8895338171,34881.9637338837,14988.378715014,29650.2917350985,13880.5789789947,45045.9491059019,61357.5474530497,24242.8705351305,26629.5411561217,3267.08069443933,-13312.7561421856,-10664.1723655875,-4428.52057560268,46803.3143165033,45181.5132556971,3102.92594210061,3135.7287106764,11216.7598900549,12534.467599195,24489.4391585619,17808.6982464558,9808.52693450716,231180.847785465
